Table Name,State Code,District Code,Area Name,Area,Present Age,Total Women,Total Ever Married Women,Total Ever Married Women - Parity - 0,Total Ever Married Women - Parity - 1,Total Ever Married Women - Parity - 2,Total Ever Married Women - Parity - 3,Total Ever Married Women - Parity - 4,Total Ever Married Women - Parity - 5,Total Ever Married Women - Parity - 6,Total Ever Married Women - Parity - 7+,Total Children Ever Born - Persons,Total Children Ever Born - Male,Total Children Ever Born - Female
F0113,13,0,State - NAGALAND,Total,25-29,87303,55339,10830,11773,13421,10288,5566,2135,724,602,111642,57061,54581
F0113,13,0,State - NAGALAND,Total,30-34,73419,59170,6519,7671,11912,12040,10102,5994,3164,1768,170765,87934,82831
F0113,13,0,State - NAGALAND,Total,35-39,63503,57250,3960,5013,8889,10423,10688,8134,6196,3947,205486,105870,99616
F0113,13,0,State - NAGALAND,Total,40-44,51608,48474,2837,3160,5745,7652,8612,7754,6759,5955,198980,102617,96363
F0113,13,0,State - NAGALAND,Total,45-49,39990,38346,1938,2150,3704,5148,6514,6347,6082,6463,171648,88945,82703
F0113,13,0,State - NAGALAND,Total,50-54,29725,28625,1575,1538,2441,3421,4413,4557,4701,5979,134055,69202,64853
F0113,13,0,State - NAGALAND,Total,55-59,19657,18950,1120,984,1482,2066,2768,3079,2929,4522,91334,47154,44180
F0113,13,0,State - NAGALAND,Total,60-64,16836,15848,1242,916,1168,1498,2110,2304,2365,4245,76953,39446,37507
F0113,13,0,State - NAGALAND,Total,65-69,11442,10554,937,606,703,962,1296,1553,1555,2942,51679,26545,25134
F0113,13,0,State - NAGALAND,Total,70-74,8333,7926,792,529,588,708,916,1098,1035,2260,38037,19673,18364
F0113,13,0,State - NAGALAND,Total,75-79,4930,4738,481,308,330,395,539,640,622,1423,23088,11920,11168
F0113,13,0,State - NAGALAND,Total,80+,6406,5975,719,389,418,500,652,795,768,1734,28394,14690,13704
F0113,13,0,State - NAGALAND,Rural,All Ages,682064,285222,39118,31105,37112,38989,40135,34631,30312,33820,1012520,522542,489978
F0113,13,0,State - NAGALAND,Rural,Less than 15,241275,1330,1040,62,228,0,0,0,0,0,518,252,266
F0113,13,0,State - NAGALAND,Rural,15-19,78567,7425,5162,1497,366,127,273,0,0,0,3702,1833,1869
F0113,13,0,State - NAGALAND,Rural,20-24,68637,25499,10091,7467,4826,2017,634,186,119,159,28552,14637,13915
F0113,13,0,State - NAGALAND,Rural,25-29,58543,37211,7004,7429,8671,7241,4231,1654,563,418,78442,40194,38248
F0113,13,0,State - NAGALAND,Rural,30-34,49710,40085,4218,4593,7233,8113,7358,4675,2581,1314,121914,63030,58884
F0113,13,0,State - NAGALAND,Rural,35-39,44103,39775,2686,3017,5182,6673,7663,6343,5118,3093,150609,77774,72835
F0113,13,0,State - NAGALAND,Rural,40-44,36818,34504,2021,1960,3362,4832,6102,5966,5546,4715,148347,76687,71660
F0113,13,0,State - NAGALAND,Rural,45-49,28701,27555,1415,1309,2196,3196,4517,4794,4919,5209,129046,66915,62131
F0113,13,0,State - NAGALAND,Rural,50-54,22142,21338,1206,993,1554,2244,3129,3493,3860,4859,103547,53468,50079
F0113,13,0,State - NAGALAND,Rural,55-59,14853,14332,862,665,1009,1429,1928,2372,2362,3705,71112,36782,34330
F0113,13,0,State - NAGALAND,Rural,60-64,13303,12526,1025,700,861,1100,1608,1802,1940,3490,61625,31532,30093
F0113,13,0,State - NAGALAND,Rural,65-69,9009,8365,738,459,531,722,968,1246,1271,2430,41610,21346,20264
F0113,13,0,State - NAGALAND,Rural,70-74,6803,6496,658,404,485,568,734,892,867,1888,31415,16264,15151
F0113,13,0,State - NAGALAND,Rural,75-79,4023,3873,392,243,260,310,451,527,520,1170,19000,9840,9160
F0113,13,0,State - NAGALAND,Rural,80+,5035,4738,564,291,325,397,523,657,618,1363,22550,11708,10842
F0113,13,0,State - NAGALAND,Urban,All Ages,271789,115628,17364,17316,21509,19078,15274,10047,6771,8269,336814,172620,164194
F0113,13,0,State - NAGALAND,Urban,Less than 15,86582,562,453,28,81,0,0,0,0,0,190,92,98
F0113,13,0,State - NAGALAND,Urban,15-19,33061,3081,2181,606,162,45,87,0,0,0,1413,708,705
F0113,13,0,State - NAGALAND,Urban,20-24,31957,11561,4557,3705,2130,755,221,76,36,81,12317,6280,6037
F0113,13,0,State - NAGALAND,Urban,25-29,28760,18128,3826,4344,4750,3047,1335,481,161,184,33200,16867,16333
F0113,13,0,State - NAGALAND,Urban,30-34,23709,19085,2301,3078,4679,3927,2744,1319,583,454,48851,24904,23947
F0113,13,0,State - NAGALAND,Urban,35-39,19400,17475,1274,1996,3707,3750,3025,1791,1078,854,54877,28096,26781
F0113,13,0,State - NAGALAND,Urban,40-44,14790,13970,816,1200,2383,2820,2510,1788,1213,1240,50633,25930,24703
F0113,13,0,State - NAGALAND,Urban,45-49,11289,10791,523,841,1508,1952,1997,1553,1163,1254,42602,22030,20572
F0113,13,0,State - NAGALAND,Urban,50-54,7583,7287,369,545,887,1177,1284,1064,841,1120,30508,15734,14774
F0113,13,0,State - NAGALAND,Urban,55-59,4804,4618,258,319,473,637,840,707,567,817,20222,10372,9850
F0113,13,0,State - NAGALAND,Urban,60-64,3533,3322,217,216,307,398,502,502,425,755,15328,7914,7414
F0113,13,0,State - NAGALAND,Urban,65-69,2433,2189,199,147,172,240,328,307,284,512,10069,5199,4870
F0113,13,0,State - NAGALAND,Urban,70-74,1530,1430,134,125,103,140,182,206,168,372,6622,3409,3213
F0113,13,0,State - NAGALAND,Urban,75-79,907,865,89,65,70,85,88,113,102,253,4088,2080,2008
F0113,13,0,State - NAGALAND,Urban,80+,1371,1237,155,98,93,103,129,138,150,371,5844,2982,2862
F0114,14,0,State - MANIPUR,Total,All Ages,1417208,687039,118454,108716,123490,108968,85859,56565,40515,44472,1910929,996974,913955
F0114,14,0,State - MANIPUR,Total,Less than 15,417616,3200,2217,378,605,0,0,0,0,0,1588,835,753
F0114,14,0,State - MANIPUR,Total,15-19,142513,14666,9913,3254,686,272,541,0,0,0,7606,4006,3600
F0114,14,0,State - MANIPUR,Total,20-24,142195,55076,22944,19873,8327,2472,759,266,125,310,51398,26925,24473
F0114,14,0,State - MANIPUR,Total,25-29,137589,88096,22061,25535,22219,10801,4759,1527,546,648,137590,71038,66552
F0114,14,0,State - MANIPUR,Total,30-34,111276,89116,14723,17131,23541,16767,9287,4274,2080,1313,196039,100463,95576
F0114,14,0,State - MANIPUR,Total,35-39,100434,89275,10888,11638,20895,19476,12654,6967,4184,2573,242643,124509,118134
F0114,14,0,State - MANIPUR,Total,40-44,84933,78913,8424,7674,14776,17189,13203,7871,5599,4177,247737,127687,120050
F0114,14,0,State - MANIPUR,Total,45-49,73113,69659,6688,5811,10602,13885,12703,8443,6137,5390,241636,125641,115995
F0114,14,0,State - MANIPUR,Total,50-54,59679,57615,5035,4228,7393,10497,11129,7970,5862,5501,214171,113545,100626
F0114,14,0,State - MANIPUR,Total,55-59,44090,42886,3758,3289,4730,6603,7965,6512,4700,5329,168181,89232,78949
F0114,14,0,State - MANIPUR,Total,60-64,35330,34315,3468,2962,3543,4405,5335,4910,4147,5545,138827,73844,64983
F0114,14,0,State - MANIPUR,Total,65-69,23430,22680,2460,2160,2227,2538,2974,3062,2758,4501,94483,50064,44419
F0114,14,0,State - MANIPUR,Total,70-74,17477,17056,2081,1751,1583,1710,2024,2119,1979,3809,71970,37790,34180
F0114,14,0,State - MANIPUR,Total,75-79,10765,10553,1420,1181,927,965,1115,1263,1150,2532,44487,23695,20792
F0114,14,0,State - MANIPUR,Total,80+,13223,12472,1994,1585,1198,1190,1275,1285,1191,2754,49157,25942,23215
F0114,14,0,State - MANIPUR,Rural,All Ages,994756,466992,83147,67880,77129,72854,60525,41653,31214,32590,1341513,701639,639874
F0114,14,0,State - MANIPUR,Rural,Less than 15,305247,2262,1567,263,432,0,0,0,0,0,1127,589,538
F0114,14,0,State - MANIPUR,Rural,15-19,105133,10396,7036,2258,512,198,392,0,0,0,5444,2884,2560
F0114,14,0,State - MANIPUR,Rural,20-24,102516,39382,16364,13687,6251,1949,609,199,101,222,37750,19864,17886
F0114,14,0,State - MANIPUR,Rural,25-29,95261,61392,15073,16224,15624,8462,3872,1235,426,476,100953,52196,48757
F0114,14,0,State - MANIPUR,Rural,30-34,75779,60945,10050,10149,14706,12278,7416,3539,1780,1027,142610,73430,69180
F0114,14,0,State - MANIPUR,Rural,35-39,67986,60844,7509,6736,12192,13385,9687,5683,3585,2067,176173,90780,85393
F0114,14,0,State - MANIPUR,Rural,40-44,57665,54033,5961,4411,8366,11073,9727,6311,4776,3408,180534,93404,87130
F0114,14,0,State - MANIPUR,Rural,45-49,49541,47555,4796,3362,6067,8591,8798,6446,5123,4372,174452,91090,83362
F0114,14,0,State - MANIPUR,Rural,50-54,39480,38280,3664,2545,4194,6179,7099,5630,4608,4361,148695,79010,69685
F0114,14,0,State - MANIPUR,Rural,55-59,29046,28338,2756,2054,2802,3969,4884,4385,3485,4003,114393,60783,53610
F0114,14,0,State - MANIPUR,Rural,60-64,23348,22717,2586,1905,2247,2699,3330,3172,2865,3913,92551,49414,43137
F0114,14,0,State - MANIPUR,Rural,65-69,15329,14848,1799,1431,1393,1625,1920,1966,1782,2932,61187,32607,28580
F0114,14,0,State - MANIPUR,Rural,70-74,11287,11012,1506,1104,977,1072,1277,1366,1248,2462,45986,24037,21949
F0114,14,0,State - MANIPUR,Rural,75-79,6695,6566,967,718,541,550,682,824,715,1569,27555,14702,12853
F0114,14,0,State - MANIPUR,Rural,80+,7934,7415,1241,857,679,693,737,828,678,1702,29662,15645,14017
F0114,14,0,State - MANIPUR,Urban,All Ages,422452,220047,35307,40836,46361,36114,25334,14912,9301,11882,569416,295335,274081
F0114,14,0,State - MANIPUR,Urban,Less than 15,112369,938,650,115,173,0,0,0,0,0,461,246,215
F0114,14,0,State - MANIPUR,Urban,15-19,37380,4270,2877,996,174,74,149,0,0,0,2162,1122,1040
F0114,14,0,State - MANIPUR,Urban,20-24,39679,15694,6580,6186,2076,523,150,67,24,88,13648,7061,6587
F0114,14,0,State - MANIPUR,Urban,25-29,42328,26704,6988,9311,6595,2339,887,292,120,172,36637,18842,17795
F0114,14,0,State - MANIPUR,Urban,30-34,35497,28171,4673,6982,8835,4489,1871,735,300,286,53429,27033,26396
F0114,14,0,State - MANIPUR,Urban,35-39,32448,28431,3379,4902,8703,6091,2967,1284,599,506,66470,33729,32741
F0114,14,0,State - MANIPUR,Urban,40-44,27268,24880,2463,3263,6410,6116,3476,1560,823,769,67203,34283,32920
F0114,14,0,State - MANIPUR,Urban,45-49,23572,22104,1892,2449,4535,5294,3905,1997,1014,1018,67184,34551,32633
F0114,14,0,State - MANIPUR,Urban,50-54,20199,19335,1371,1683,3199,4318,4030,2340,1254,1140,65476,34535,30941
F0114,14,0,State - MANIPUR,Urban,55-59,15044,14548,1002,1235,1928,2634,3081,2127,1215,1326,53788,28449,25339
F0114,14,0,State - MANIPUR,Urban,60-64,11982,11598,882,1057,1296,1706,2005,1738,1282,1632,46276,24430,21846
F0114,14,0,State - MANIPUR,Urban,65-69,8101,7832,661,729,834,913,1054,1096,976,1569,33296,17457,15839
F0114,14,0,State - MANIPUR,Urban,70-74,6190,6044,575,647,606,638,747,753,731,1347,25984,13753,12231
F0114,14,0,State - MANIPUR,Urban,75-79,4070,3987,453,463,386,415,433,439,435,963,16932,8993,7939
F0114,14,0,State - MANIPUR,Urban,80+,5289,5057,753,728,519,497,538,457,513,1052,19495,10297,9198
F0115,15,0,State - MIZORAM,Total,All Ages,541867,260555,31970,38073,43268,49076,39848,23800,14049,20471,802492,411245,391247
F0115,15,0,State - MIZORAM,Total,Less than 15,175047,837,626,59,152,0,0,0,0,0,363,193,170
F0115,15,0,State - MIZORAM,Total,15-19,54436,6795,3941,2167,457,119,111,0,0,0,3882,2012,1870
F0115,15,0,State - MIZORAM,Total,20-24,56196,27896,7648,10605,6338,2283,646,176,69,131,35003,17611,17392
F0115,15,0,State - MIZORAM,Total,25-29,50956,36976,5850,8692,9912,7396,3420,1079,344,283,74084,37556,36528
F0115,15,0,State - MIZORAM,Total,30-34,44033,36911,4015,5341,8005,9259,5998,2531,1072,690,97612,49414,48198
F0115,15,0,State - MIZORAM,Total,35-39,35567,32039,2511,3126,5712,8622,6171,3085,1498,1314,99876,50834,49042
F0115,15,0,State - MIZORAM,Total,40-44,28210,26364,1817,2087,3967,6704,5514,2925,1562,1788,90598,46588,44010
F0115,15,0,State - MIZORAM,Total,45-49,26147,24763,1372,1755,3146,5662,5658,3366,1687,2117,91859,47221,44638
F0115,15,0,State - MIZORAM,Total,50-54,21700,20761,1111,1322,2071,3816,4766,3158,1925,2592,84559,44140,40419
F0115,15,0,State - MIZORAM,Total,55-59,15038,14418,765,993,1201,2126,3063,2474,1615,2181,61882,31893,29989
F0115,15,0,State - MIZORAM,Total,60-64,12123,11566,677,703,899,1323,2003,2007,1497,2457,53706,27773,25933
F0115,15,0,State - MIZORAM,Total,65-69,8056,7611,486,458,562,725,1053,1201,1018,2108,37532,19368,18164
F0115,15,0,State - MIZORAM,Total,70-74,5912,5650,408,328,358,439,680,807,778,1852,29208,15029,14179
F0115,15,0,State - MIZORAM,Total,75-79,3900,3755,288,178,250,270,413,515,512,1329,19983,10254,9729
F0115,15,0,State - MIZORAM,Total,80+,4292,4101,418,242,225,319,341,468,468,1620,22077,11220,10857
F0115,15,0,State - MIZORAM,Rural,All Ages,256300,122657,13998,16307,18268,20278,18720,12903,8627,13556,416893,214200,202693
F0115,15,0,State - MIZORAM,Rural,Less than 15,93970,453,333,33,87,0,0,0,0,0,207,106,101
F0115,15,0,State - MIZORAM,Rural,15-19,24257,3993,2140,1371,337,76,69,0,0,0,2549,1319,1230
F0115,15,0,State - MIZORAM,Rural,20-24,25655,15536,3628,5539,3922,1653,504,133,58,99,22124,11116,11008
F0115,15,0,State - MIZORAM,Rural,25-29,22942,18640,2273,3573,4737,4349,2378,849,286,195,43108,21837,21271
F0115,15,0,State - MIZORAM,Rural,30-34,18939,16951,1425,1779,2907,4140,3484,1800,867,549,52421,26492,25929
F0115,15,0,State - MIZORAM,Rural,35-39,15168,14115,906,1018,1846,3086,3046,1980,1139,1094,51539,26339,25200
F0115,15,0,State - MIZORAM,Rural,40-44,11893,11330,680,673,1292,2120,2339,1680,1091,1455,45730,23691,22039
F0115,15,0,State - MIZORAM,Rural,45-49,11062,10615,552,574,996,1814,2236,1698,1123,1622,45580,23550,22030
F0115,15,0,State - MIZORAM,Rural,50-54,9720,9353,517,510,724,1209,1807,1523,1164,1899,43228,22551,20677
F0115,15,0,State - MIZORAM,Rural,55-59,6833,6590,369,427,471,696,1171,1154,860,1442,31056,16067,14989
F0115,15,0,State - MIZORAM,Rural,60-64,5626,5356,347,280,346,483,736,838,769,1557,27151,14000,13151
F0115,15,0,State - MIZORAM,Rural,65-69,3773,3580,250,203,259,262,396,511,474,1225,18744,9770,8974
F0115,15,0,State - MIZORAM,Rural,70-74,2665,2539,210,142,140,164,236,317,344,986,13771,7205,6566
F0115,15,0,State - MIZORAM,Rural,75-79,1723,1667,132,79,96,97,159,208,231,665,9305,4835,4470
F0115,15,0,State - MIZORAM,Rural,80+,1948,1875,217,94,100,121,153,211,218,761,10220,5237,4983
F0115,15,0,State - MIZORAM,Urban,All Ages,285567,137898,17972,21766,25000,28798,21128,10897,5422,6915,385599,197045,188554
F0115,15,0,State - MIZORAM,Urban,Less than 15,81077,384,293,26,65,0,0,0,0,0,156,87,69
F0115,15,0,State - MIZORAM,Urban,15-19,30179,2802,1801,796,120,43,42,0,0,0,1333,693,640
F0115,15,0,State - MIZORAM,Urban,20-24,30541,12360,4020,5066,2416,630,142,43,11,32,12879,6495,6384
F0115,15,0,State - MIZORAM,Urban,25-29,28014,18336,3577,5119,5175,3047,1042,230,58,88,30976,15719,15257
F0115,15,0,State - MIZORAM,Urban,30-34,25094,19960,2590,3562,5098,5119,2514,731,205,141,45191,22922,22269
F0115,15,0,State - MIZORAM,Urban,35-39,20399,17924,1605,2108,3866,5536,3125,1105,359,220,48337,24495,23842
F0115,15,0,State - MIZORAM,Urban,40-44,16317,15034,1137,1414,2675,4584,3175,1245,471,333,44868,22897,21971
F0115,15,0,State - MIZORAM,Urban,45-49,15085,14148,820,1181,2150,3848,3422,1668,564,495,46279,23671,22608
F0115,15,0,State - MIZORAM,Urban,50-54,11980,11408,594,812,1347,2607,2959,1635,761,693,41331,21589,19742
F0115,15,0,State - MIZORAM,Urban,55-59,8205,7828,396,566,730,1430,1892,1320,755,739,30826,15826,15000
F0115,15,0,State - MIZORAM,Urban,60-64,6497,6210,330,423,553,840,1267,1169,728,900,26555,13773,12782
F0115,15,0,State - MIZORAM,Urban,65-69,4283,4031,236,255,303,463,657,690,544,883,18788,9598,9190
F0115,15,0,State - MIZORAM,Urban,70-74,3247,3111,198,186,218,275,444,490,434,866,15437,7824,7613
F0115,15,0,State - MIZORAM,Urban,75-79,2177,2088,156,99,154,173,254,307,281,664,10678,5419,5259
F0115,15,0,State - MIZORAM,Urban,80+,2344,2226,201,148,125,198,188,257,250,859,11857,5983,5874
F0116,16,0,State - TRIPURA,Total,All Ages,1799541,1078931,125235,242836,268371,165191,109510,67831,42538,57419,2769460,1446648,1322812
F0116,16,0,State - TRIPURA,Total,Less than 15,497944,3353,2200,456,697,0,0,0,0,0,1850,967,883
F0116,16,0,State - TRIPURA,Total,15-19,176693,45437,25791,15724,2454,603,865,0,0,0,25901,13301,12600
F0116,16,0,State - TRIPURA,Total,20-24,189398,133904,33090,65822,26714,5468,1369,364,259,818,150638,76547,74091
F0116,16,0,State - TRIPURA,Total,25-29,169090,149646,17737,52853,51368,18283,6022,1692,518,1173,255509,130327,125182
F0116,16,0,State - TRIPURA,Total,30-34,137758,130256,9800,32872,48195,22609,10099,3815,1404,1462,276661,140877,135784
F0116,16,0,State - TRIPURA,Total,35-39,136291,132231,7620,24602,45511,27735,14192,6777,3285,2509,328780,170041,158739
F0116,16,0,State - TRIPURA,Total,40-44,114658,112246,6130,16236,32255,25503,15857,8262,4257,3746,316981,165628,151353
F0116,16,0,State - TRIPURA,Total,45-49,98752,97144,5068,11482,22658,21701,16293,9606,5160,5176,307043,161885,145158
F0116,16,0,State - TRIPURA,Total,50-54,75559,74446,4014,7660,14119,14632,13251,9041,5438,6291,260772,138394,122378
F0116,16,0,State - TRIPURA,Total,55-59,55025,54307,3046,4733,8623,9583,9289,7424,5063,6546,207858,110590,97268
F0116,16,0,State - TRIPURA,Total,60-64,47518,46889,2980,3498,6010,7109,7837,6683,5108,7664,194113,102858,91255
F0116,16,0,State - TRIPURA,Total,65-69,35436,35014,2399,2222,3663,4658,5562,5068,4202,7240,155179,82395,72784
F0116,16,0,State - TRIPURA,Total,70-74,26789,26543,2029,1867,2616,3196,3793,3923,3321,5798,118568,62693,55875
F0116,16,0,State - TRIPURA,Total,75-79,15827,15692,1244,1018,1406,1763,2186,2260,2023,3792,72406,38417,33989
F0116,16,0,State - TRIPURA,Total,80+,22054,21414,1987,1720,1988,2291,2856,2899,2491,5182,96300,51216,45084
F0116,16,0,State - TRIPURA,Rural,All Ages,1325291,771564,89825,154152,180979,124867,86156,54364,34361,46860,2090960,1091529,999431
F0116,16,0,State - TRIPURA,Rural,Less than 15,395107,2587,1689,338,560,0,0,0,0,0,1458,759,699
F0116,16,0,State - TRIPURA,Rural,15-19,135511,36276,20485,12518,2034,509,730,0,0,0,21033,10760,10273
F0116,16,0,State - TRIPURA,Rural,20-24,142410,104204,24876,49930,22245,4789,1200,315,198,651,121232,61524,59708
F0116,16,0,State - TRIPURA,Rural,25-29,123471,110993,11914,34923,40060,15867,5361,1511,444,913,201630,102620,99010
F0116,16,0,State - TRIPURA,Rural,30-34,97137,92513,6370,18319,34173,18802,8903,3481,1294,1171,213201,108247,104954
F0116,16,0,State - TRIPURA,Rural,35-39,94471,92114,4933,12512,29491,21879,12108,6032,2975,2184,250563,129738,120825
F0116,16,0,State - TRIPURA,Rural,40-44,78462,77204,3895,7842,19109,19152,12944,7115,3807,3340,239970,125494,114476
F0116,16,0,State - TRIPURA,Rural,45-49,66634,65846,3150,5229,12280,15465,12798,7915,4449,4560,229814,121387,108427
F0116,16,0,State - TRIPURA,Rural,50-54,50320,49846,2605,3585,7079,9730,9814,7185,4455,5393,191962,101752,90210
F0116,16,0,State - TRIPURA,Rural,55-59,36881,36608,1989,2363,4295,6057,6627,5686,4041,5550,152981,81326,71655
F0116,16,0,State - TRIPURA,Rural,60-64,33355,33028,2092,2064,3391,4558,5618,5046,3952,6307,144994,76856,68138
F0116,16,0,State - TRIPURA,Rural,65-69,25359,25116,1817,1413,2241,3063,3906,3715,3158,5803,115687,61469,54218
F0116,16,0,State - TRIPURA,Rural,70-74,19066,18902,1521,1297,1722,2144,2619,2722,2423,4454,86138,45508,40630
F0116,16,0,State - TRIPURA,Rural,75-79,10907,10822,927,637,914,1188,1473,1544,1392,2747,50674,26947,23727
F0116,16,0,State - TRIPURA,Rural,80+,15733,15264,1494,1151,1330,1632,2030,2090,1767,3770,69079,36835,32244
F0116,16,0,State - TRIPURA,Urban,All Ages,474250,307367,35410,88684,87392,40324,23354,13467,8177,10559,678500,355119,323381
F0116,16,0,State - TRIPURA,Urban,Less than 15,102837,766,511,118,137,0,0,0,0,0,392,208,184
F0116,16,0,State - TRIPURA,Urban,15-19,41182,9161,5306,3206,420,94,135,0,0,0,4868,2541,2327
F0116,16,0,State - TRIPURA,Urban,20-24,46988,29700,8214,15892,4469,679,169,49,61,167,29406,15023,14383
F0116,16,0,State - TRIPURA,Urban,25-29,45619,38653,5823,17930,11308,2416,661,181,74,260,53879,27707,26172
F0116,16,0,State - TRIPURA,Urban,30-34,40621,37743,3430,14553,14022,3807,1196,334,110,291,63460,32630,30830
F0116,16,0,State - TRIPURA,Urban,35-39,41820,40117,2687,12090,16020,5856,2084,745,310,325,78217,40303,37914
F0116,16,0,State - TRIPURA,Urban,40-44,36196,35042,2235,8394,13146,6351,2913,1147,450,406,77011,40134,36877
F0116,16,0,State - TRIPURA,Urban,45-49,32118,31298,1918,6253,10378,6236,3495,1691,711,616,77229,40498,36731
F0116,16,0,State - TRIPURA,Urban,50-54,25239,24600,1409,4075,7040,4902,3437,1856,983,898,68810,36642,32168
F0116,16,0,State - TRIPURA,Urban,55-59,18144,17699,1057,2370,4328,3526,2662,1738,1022,996,54877,29264,25613
F0116,16,0,State - TRIPURA,Urban,60-64,14163,13861,888,1434,2619,2551,2219,1637,1156,1357,49119,26002,23117
F0116,16,0,State - TRIPURA,Urban,65-69,10077,9898,582,809,1422,1595,1656,1353,1044,1437,39492,20926,18566
F0116,16,0,State - TRIPURA,Urban,70-74,7723,7641,508,570,894,1052,1174,1201,898,1344,32430,17185,15245
F0116,16,0,State - TRIPURA,Urban,75-79,4920,4870,317,381,492,575,713,716,631,1045,21732,11470,10262
F0116,16,0,State - TRIPURA,Urban,80+,6321,6150,493,569,658,659,826,809,724,1412,27221,14381,12840
F0117,17,0,State - MEGHALAYA,Total,All Ages,1475057,657702,111646,98510,96155,83491,72210,57886,46259,91545,2175075,1114014,1061061
F0117,17,0,State - MEGHALAYA,Total,Less than 15,581038,4243,3148,337,758,0,0,0,0,0,1853,916,937
F0117,17,0,State - MEGHALAYA,Total,15-19,161472,29145,17610,8349,1798,482,906,0,0,0,17015,8588,8427
